left_index,right_index,left_id_consulta,right_id_consulta,left_id_consulta_original,right_id_consulta_original,left_record_key,right_record_key,left_name,right_name,left_dob,right_dob,left_sex,right_sex,blocking_passes,full_name_score,birth_date_score,sex_score,last_names_score,contact_score,total_score,classification
5720,9495,MTD_M_USA_2504_21,MTD_M_USA_2109_62,MTD_M_USA_2504_21,MTD_M_USA_2109_62,transacciones|transacciones_estados_unidos_2023.csv|721,transacciones|transacciones_estados_unidos_2025.csv|1162,michael taylor davis,michael taylor davis,1935-05-04,1935-05-04,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
5958,8692,MTD_M_USA_2312_59,MTD_M_USA_0311_59,MTD_M_USA_2312_59,MTD_M_USA_0311_59,transacciones|transacciones_estados_unidos_2023.csv|959,transacciones|transacciones_estados_unidos_2025.csv|359,michael taylor davis,michael taylor davis,1935-05-04,1935-05-04,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
6367,9495,MTD_M_USA_2011_68,MTD_M_USA_2109_62,MTD_M_USA_2011_68,MTD_M_USA_2109_62,transacciones|transacciones_estados_unidos_2023.csv|1368,transacciones|transacciones_estados_unidos_2025.csv|1162,michael taylor,michael taylor davis,1935-05-04,1935-05-04,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,0.94,1.0,1.0,0.5,1.0,0.926,auto_match_supported_dob_contact
5720,8723,MTD_M_USA_2504_21,MTD_M_USA_1603_90,MTD_M_USA_2504_21,MTD_M_USA_1603_90,transacciones|transacciones_estados_unidos_2023.csv|721,transacciones|transacciones_estados_unidos_2025.csv|390,michael taylor davis,michael taylor davis,1935-05-04,1935-05-04,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,1.0,1.0,1.0,1.0,0.0,0.9,auto_match_supported_dob_surnames
6367,8723,MTD_M_USA_2011_68,MTD_M_USA_1603_90,MTD_M_USA_2011_68,MTD_M_USA_1603_90,transacciones|transacciones_estados_unidos_2023.csv|1368,transacciones|transacciones_estados_unidos_2025.csv|390,michael taylor,michael taylor davis,1935-05-04,1935-05-04,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,0.94,1.0,1.0,0.5,0.0,0.826,manual_review_score
5958,6367,MTD_M_USA_2312_59,MTD_M_USA_2011_68,MTD_M_USA_2312_59,MTD_M_USA_2011_68,transacciones|transacciones_estados_unidos_2023.csv|959,transacciones|transacciones_estados_unidos_2023.csv|1368,michael taylor davis,michael taylor,1935-05-04,1935-05-04,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | phone_country,0.94,1.0,1.0,0.5,1.0,0.926,auto_match_supported_dob_contact
5720,8692,MTD_M_USA_2504_21,MTD_M_USA_0311_59,MTD_M_USA_2504_21,MTD_M_USA_0311_59,transacciones|transacciones_estados_unidos_2023.csv|721,transacciones|transacciones_estados_unidos_2025.csv|359,michael taylor davis,michael taylor davis,1935-05-04,1935-05-04,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
6367,8692,MTD_M_USA_2011_68,MTD_M_USA_0311_59,MTD_M_USA_2011_68,MTD_M_USA_0311_59,transacciones|transacciones_estados_unidos_2023.csv|1368,transacciones|transacciones_estados_unidos_2025.csv|359,michael taylor,michael taylor davis,1935-05-04,1935-05-04,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,0.94,1.0,1.0,0.5,1.0,0.926,auto_match_supported_dob_contact
5720,6367,MTD_M_USA_2504_21,MTD_M_USA_2011_68,MTD_M_USA_2504_21,MTD_M_USA_2011_68,transacciones|transacciones_estados_unidos_2023.csv|721,transacciones|transacciones_estados_unidos_2023.csv|1368,michael taylor davis,michael taylor,1935-05-04,1935-05-04,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,0.94,1.0,1.0,0.5,1.0,0.926,auto_match_supported_dob_contact
5720,5958,MTD_M_USA_2504_21,MTD_M_USA_2312_59,MTD_M_USA_2504_21,MTD_M_USA_2312_59,transacciones|transacciones_estados_unidos_2023.csv|721,transacciones|transacciones_estados_unidos_2023.csv|959,michael taylor davis,michael taylor davis,1935-05-04,1935-05-04,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
6689,7270,JJG_M_USA_2112_23,JJG_M_USA_3011_04,JJG_M_USA_2112_23,JJG_M_USA_3011_04,transacciones|transacciones_estados_unidos_2024.csv|23,transacciones|transacciones_estados_unidos_2024.csv|604,joseph johnson garcia,joseph johnson garcia,2005-08-03,2005-08-03,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
5222,6689,JJG_M_USA_1107_23,JJG_M_USA_2112_23,JJG_M_USA_1107_23,JJG_M_USA_2112_23,transacciones|transacciones_estados_unidos_2023.csv|223,transacciones|transacciones_estados_unidos_2024.csv|23,joseph jhnson garcia,joseph johnson garcia,2005-08-03,2005-08-03,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,0.9705,1.0,1.0,0.9786,1.0,0.986,auto_match_supported_dob_contact
5222,7270,JJG_M_USA_1107_23,JJG_M_USA_3011_04,JJG_M_USA_1107_23,JJG_M_USA_3011_04,transacciones|transacciones_estados_unidos_2023.csv|223,transacciones|transacciones_estados_unidos_2024.csv|604,joseph jhnson garcia,joseph johnson garcia,2005-08-03,2005-08-03,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,0.9705,1.0,1.0,0.9786,1.0,0.986,auto_match_supported_dob_contact
5223,8220,PAT_F_USA_3001_24,PAT_F_USA_2208_54,PAT_F_USA_3001_24,PAT_F_USA_2208_54,transacciones|transacciones_estados_unidos_2023.csv|224,transacciones|transacciones_estados_unidos_2024.csv|1554,p anderson taylor,p anderson taylor,1995-07-07,1995-07-07,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
5224,6734,SMM_F_USA_0201_25,SMM_F_USA_1705_68,SMM_F_USA_0201_25,SMM_F_USA_1705_68,transacciones|transacciones_estados_unidos_2023.csv|225,transacciones|transacciones_estados_unidos_2024.csv|68,sarah miller moore,sarah miller moore,2008-07-01,2008-07-01,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
6734,8604,SMM_F_USA_1705_68,SMM_F_USA_2305_71,SMM_F_USA_1705_68,SMM_F_USA_2305_71,transacciones|transacciones_estados_unidos_2024.csv|68,transacciones|transacciones_estados_unidos_2025.csv|271,sarah miller moore,s miller moore,2008-07-01,2008-07-01,F,F,birthdate_country | birthdate_lastname_soundex_country | email_exact,0.8262,1.0,1.0,1.0,1.0,0.9305,auto_match_supported_dob_surnames
5224,8604,SMM_F_USA_0201_25,SMM_F_USA_2305_71,SMM_F_USA_0201_25,SMM_F_USA_2305_71,transacciones|transacciones_estados_unidos_2023.csv|225,transacciones|transacciones_estados_unidos_2025.csv|271,sarah miller moore,s miller moore,2008-07-01,2008-07-01,F,F,birthdate_country | birthdate_lastname_soundex_country | email_exact | phone_country,0.8262,1.0,1.0,1.0,1.0,0.9305,auto_match_supported_dob_surnames
5225,9263,NAB_F_USA_1607_26,NAB_F_USA_0805_30,NAB_F_USA_1607_26,NAB_F_USA_0805_30,transacciones|transacciones_estados_unidos_2023.csv|226,transacciones|transacciones_estados_unidos_2025.csv|930,nancy anderson brown,n anderson brown,1953-10-12,1953-10-12,F,F,birthdate_country | birthdate_lastname_soundex_country | email_exact | phone_country,0.8087,1.0,1.0,1.0,1.0,0.9235,auto_match_supported_dob_surnames
5227,6069,KSW_F_USA_0207_28,KSW_F_USA_3007_70,KSW_F_USA_0207_28,KSW_F_USA_3007_70,transacciones|transacciones_estados_unidos_2023.csv|228,transacciones|transacciones_estados_unidos_2023.csv|1070,karen smith wilson,karen smith wilson,2023-05-20,2023-05-20,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
5228,5425,DSJ_M_USA_1502_29,DSJ_M_USA_0808_26,DSJ_M_USA_1502_29,DSJ_M_USA_0808_26,transacciones|transacciones_estados_unidos_2023.csv|229,transacciones|transacciones_estados_unidos_2023.csv|426,daniel smith johnson,daniel smith johnson,1994-06-06,1994-06-06,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
5425,7431,DSJ_M_USA_0808_26,DSJ_M_USA_0710_65,DSJ_M_USA_0808_26,DSJ_M_USA_0710_65,transacciones|transacciones_estados_unidos_2023.csv|426,transacciones|transacciones_estados_unidos_2024.csv|765,daniel smith johnson,daniel smith johnson,1994-06-06,1994-06-06,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
5228,7431,DSJ_M_USA_1502_29,DSJ_M_USA_0710_65,DSJ_M_USA_1502_29,DSJ_M_USA_0710_65,transacciones|transacciones_estados_unidos_2023.csv|229,transacciones|transacciones_estados_unidos_2024.csv|765,daniel smith johnson,daniel smith johnson,1994-06-06,1994-06-06,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
6410,7595,DAM_M_USA_3007_11,DAM_M_USA_2210_29,DAM_M_USA_3007_11,DAM_M_USA_2210_29,transacciones|transacciones_estados_unidos_2023.csv|1411,transacciones|transacciones_estados_unidos_2024.csv|929,d anderson moore,daniel anderson moore,2006-03-05,2006-03-05,M,M,birthdate_country | birthdate_lastname_soundex_country | email_exact,0.7973,1.0,1.0,1.0,1.0,0.9189,auto_match_supported_dob_surnames
5229,7595,DAM_M_USA_2604_30,DAM_M_USA_2210_29,DAM_M_USA_2604_30,DAM_M_USA_2210_29,transacciones|transacciones_estados_unidos_2023.csv|230,transacciones|transacciones_estados_unidos_2024.csv|929,d anderson moore,daniel anderson moore,2006-03-05,2006-03-05,M,M,birthdate_country | birthdate_lastname_soundex_country | email_exact | phone_country,0.7973,1.0,1.0,1.0,1.0,0.9189,auto_match_supported_dob_surnames
5229,6410,DAM_M_USA_2604_30,DAM_M_USA_3007_11,DAM_M_USA_2604_30,DAM_M_USA_3007_11,transacciones|transacciones_estados_unidos_2023.csv|230,transacciones|transacciones_estados_unidos_2023.csv|1411,d anderson moore,d anderson moore,2006-03-05,2006-03-05,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
5230,9402,WBB_M_USA_0105_31,WBB_M_USA_1204_69,WBB_M_USA_0105_31,WBB_M_USA_1204_69,transacciones|transacciones_estados_unidos_2023.csv|231,transacciones|transacciones_estados_unidos_2025.csv|1069,william brown brown,william brown brown,1980-12-05,1980-12-05,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
5232,7897,SMB_F_USA_1308_33,SMB_F_USA_0901_31,SMB_F_USA_1308_33,SMB_F_USA_0901_31,transacciones|transacciones_estados_unidos_2023.csv|233,transacciones|transacciones_estados_unidos_2024.csv|1231,susan miller brown,susan miller brown,1970-06-23,1970-06-23,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,1.0,1.0,1.0,1.0,0.0,0.9,auto_match_supported_dob_surnames
7897,9292,SMB_F_USA_0901_31,SMB_F_USA_0812_59,SMB_F_USA_0901_31,SMB_F_USA_0812_59,transacciones|transacciones_estados_unidos_2024.csv|1231,transacciones|transacciones_estados_unidos_2025.csv|959,susan miller brown,susan miller brown,1970-06-23,1970-06-23,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,1.0,1.0,1.0,1.0,0.0,0.9,auto_match_supported_dob_surnames
7897,8720,SMB_F_USA_0901_31,SMB_F_USA_2808_87,SMB_F_USA_0901_31,SMB_F_USA_2808_87,transacciones|transacciones_estados_unidos_2024.csv|1231,transacciones|transacciones_estados_unidos_2025.csv|387,susan miller brown,s miller brown,1970-06-23,1970-06-23,F,F,birthdate_country | birthdate_lastname_soundex_country,0.9333,1.0,1.0,1.0,0.0,0.8733,auto_match_supported_dob_surnames
5232,8720,SMB_F_USA_1308_33,SMB_F_USA_2808_87,SMB_F_USA_1308_33,SMB_F_USA_2808_87,transacciones|transacciones_estados_unidos_2023.csv|233,transacciones|transacciones_estados_unidos_2025.csv|387,susan miller brown,s miller brown,1970-06-23,1970-06-23,F,F,birthdate_country | birthdate_lastname_soundex_country | email_exact,0.9333,1.0,1.0,1.0,1.0,0.9733,auto_match_supported_dob_surnames
5232,9292,SMB_F_USA_1308_33,SMB_F_USA_0812_59,SMB_F_USA_1308_33,SMB_F_USA_0812_59,transacciones|transacciones_estados_unidos_2023.csv|233,transacciones|transacciones_estados_unidos_2025.csv|959,susan miller brown,susan miller brown,1970-06-23,1970-06-23,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
8720,9292,SMB_F_USA_2808_87,SMB_F_USA_0812_59,SMB_F_USA_2808_87,SMB_F_USA_0812_59,transacciones|transacciones_estados_unidos_2025.csv|387,transacciones|transacciones_estados_unidos_2025.csv|959,s miller brown,susan miller brown,1970-06-23,1970-06-23,F,F,birthdate_country | birthdate_lastname_soundex_country,0.9333,1.0,1.0,1.0,0.0,0.8733,auto_match_supported_dob_surnames
5233,7367,JJA_F_USA_0505_34,JJA_F_USA_1905_01,JJA_F_USA_0505_34,JJA_F_USA_1905_01,transacciones|transacciones_estados_unidos_2023.csv|234,transacciones|transacciones_estados_unidos_2024.csv|701,jessica jones anderson,j jones anderson,1955-07-24,1955-07-24,F,F,birthdate_country | birthdate_lastname_soundex_country | email_exact | phone_country,0.8057,1.0,1.0,1.0,1.0,0.9223,auto_match_supported_dob_surnames
6537,7367,JJA_F_USA_0202_38,JJA_F_USA_1905_01,JJA_F_USA_0202_38,JJA_F_USA_1905_01,transacciones|transacciones_estados_unidos_2023.csv|1538,transacciones|transacciones_estados_unidos_2024.csv|701,jessica jones anderson,j jones anderson,1955-07-24,1955-07-24,F,F,birthdate_country | birthdate_lastname_soundex_country | email_exact | phone_country,0.8057,1.0,1.0,1.0,1.0,0.9223,auto_match_supported_dob_surnames
5233,6537,JJA_F_USA_0505_34,JJA_F_USA_0202_38,JJA_F_USA_0505_34,JJA_F_USA_0202_38,transacciones|transacciones_estados_unidos_2023.csv|234,transacciones|transacciones_estados_unidos_2023.csv|1538,jessica jones anderson,jessica jones anderson,1955-07-24,1955-07-24,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
5234,8184,JJR_F_USA_0810_35,WAS_M_USA_1602_18,JJR_F_USA_0810_35,WAS_M_USA_1602_18,transacciones|transacciones_estados_unidos_2023.csv|235,transacciones|transacciones_estados_unidos_2024.csv|1518,jennifer johnson,w anderson smith,1978-07-11,1978-07-11,F,M,birthdate_country,0.5833,1.0,0.0,0.3452,0.0,0.5679,no_match
8184,8884,WAS_M_USA_1602_18,WAS_M_USA_1510_51,WAS_M_USA_1602_18,WAS_M_USA_1510_51,transacciones|transacciones_estados_unidos_2024.csv|1518,transacciones|transacciones_estados_unidos_2025.csv|551,w anderson smith,william anderson smith,1978-07-11,1978-07-11,M,M,birthdate_country | birthdate_lastname_soundex_country | email_exact,0.8057,1.0,1.0,1.0,1.0,0.9223,auto_match_supported_dob_surnames
7071,8184,WAS_M_USA_0209_05,WAS_M_USA_1602_18,WAS_M_USA_0209_05,WAS_M_USA_1602_18,transacciones|transacciones_estados_unidos_2024.csv|405,transacciones|transacciones_estados_unidos_2024.csv|1518,william anderson smith,w anderson smith,1978-07-11,1978-07-11,M,M,birthdate_country | birthdate_lastname_soundex_country | email_exact,0.8057,1.0,1.0,1.0,1.0,0.9223,auto_match_supported_dob_surnames
7071,8884,WAS_M_USA_0209_05,WAS_M_USA_1510_51,WAS_M_USA_0209_05,WAS_M_USA_1510_51,transacciones|transacciones_estados_unidos_2024.csv|405,transacciones|transacciones_estados_unidos_2025.csv|551,william anderson smith,william anderson smith,1978-07-11,1978-07-11,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
5234,7071,JJR_F_USA_0810_35,WAS_M_USA_0209_05,JJR_F_USA_0810_35,WAS_M_USA_0209_05,transacciones|transacciones_estados_unidos_2023.csv|235,transacciones|transacciones_estados_unidos_2024.csv|405,jennifer johnson,william anderson smith,1978-07-11,1978-07-11,F,M,birthdate_country,0.509,1.0,0.0,0.3452,0.0,0.5381,no_match
5234,8884,JJR_F_USA_0810_35,WAS_M_USA_1510_51,JJR_F_USA_0810_35,WAS_M_USA_1510_51,transacciones|transacciones_estados_unidos_2023.csv|235,transacciones|transacciones_estados_unidos_2025.csv|551,jennifer johnson,william anderson smith,1978-07-11,1978-07-11,F,M,birthdate_country,0.509,1.0,0.0,0.3452,0.0,0.5381,no_match
5235,5505,JGM_M_USA_2907_36,JGM_M_USA_0808_06,JGM_M_USA_2907_36,JGM_M_USA_0808_06,transacciones|transacciones_estados_unidos_2023.csv|236,transacciones|transacciones_estados_unidos_2023.csv|506,john garcia miller,john garcia miller,1968-07-21,1968-07-21,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
5238,8977,GSA_M_USA_2504_39,GSA_M_USA_1411_44,GSA_M_USA_2504_39,GSA_M_USA_1411_44,transacciones|transacciones_estados_unidos_2023.csv|239,transacciones|transacciones_estados_unidos_2025.csv|644,george smith anderson,george smith anderson,1971-07-20,1971-07-20,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
5238,6616,GSA_M_USA_2504_39,GSA_M_USA_1403_17,GSA_M_USA_2504_39,GSA_M_USA_1403_17,transacciones|transacciones_estados_unidos_2023.csv|239,transacciones|transacciones_estados_unidos_2023.csv|1617,george smith anderson,george smith anderson,1971-07-20,1971-07-20,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
6616,8977,GSA_M_USA_1403_17,GSA_M_USA_1411_44,GSA_M_USA_1403_17,GSA_M_USA_1411_44,transacciones|transacciones_estados_unidos_2023.csv|1617,transacciones|transacciones_estados_unidos_2025.csv|644,george smith anderson,george smith anderson,1971-07-20,1971-07-20,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
5239,6905,WSB_M_USA_3108_40,WSB_M_USA_2605_39,WSB_M_USA_3108_40,WSB_M_USA_2605_39,transacciones|transacciones_estados_unidos_2023.csv|240,transacciones|transacciones_estados_unidos_2024.csv|239,william smith brown,william smith brown,1964-04-15,1964-04-15,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
5536,6905,WSB_M_USA_0604_37,WSB_M_USA_2605_39,WSB_M_USA_0604_37,WSB_M_USA_2605_39,transacciones|transacciones_estados_unidos_2023.csv|537,transacciones|transacciones_estados_unidos_2024.csv|239,william smith brown,william smith brown,1964-04-15,1964-04-15,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
5239,5536,WSB_M_USA_3108_40,WSB_M_USA_0604_37,WSB_M_USA_3108_40,WSB_M_USA_0604_37,transacciones|transacciones_estados_unidos_2023.csv|240,transacciones|transacciones_estados_unidos_2023.csv|537,william smith brown,william smith brown,1964-04-15,1964-04-15,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
5240,9361,JMJ_M_USA_0802_41,JMJ_M_USA_2301_28,JMJ_M_USA_0802_41,JMJ_M_USA_2301_28,transacciones|transacciones_estados_unidos_2023.csv|241,transacciones|transacciones_estados_unidos_2025.csv|1028,john miller jones,john miller jones,1999-01-11,1999-01-11,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
5240,6864,JMJ_M_USA_0802_41,JMJ_M_USA_2510_98,JMJ_M_USA_0802_41,JMJ_M_USA_2510_98,transacciones|transacciones_estados_unidos_2023.csv|241,transacciones|transacciones_estados_unidos_2024.csv|198,john miller jones,john miller jones,1999-01-11,1999-01-11,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
6864,9361,JMJ_M_USA_2510_98,JMJ_M_USA_2301_28,JMJ_M_USA_2510_98,JMJ_M_USA_2301_28,transacciones|transacciones_estados_unidos_2024.csv|198,transacciones|transacciones_estados_unidos_2025.csv|1028,john miller jones,john miller jones,1999-01-11,1999-01-11,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
5241,9125,KDM_F_USA_0101_42,KDM_F_USA_1704_92,KDM_F_USA_0101_42,KDM_F_USA_1704_92,transacciones|transacciones_estados_unidos_2023.csv|242,transacciones|transacciones_estados_unidos_2025.csv|792,karen davis martinez,karen davis martinez,1982-08-11,1982-08-11,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
6130,9725,CJS_M_USA_2307_31,KDM_F_USA_2906_92,CJS_M_USA_2307_31,KDM_F_USA_2906_92,transacciones|transacciones_estados_unidos_2023.csv|1131,transacciones|transacciones_estados_unidos_2025.csv|1392,charles johnson smith,karen davis miller,2013-06-20,2013-06-20,M,F,birthdate_country,0.5688,1.0,0.0,0.5127,0.0,0.5788,no_match
5242,7395,CJS_M_USA_1512_43,CJS_M_USA_1009_29,CJS_M_USA_1512_43,CJS_M_USA_1009_29,transacciones|transacciones_estados_unidos_2023.csv|243,transacciones|transacciones_estados_unidos_2024.csv|729,charles johnson smith,charles johnson smith,2013-06-20,2013-06-20,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
7395,7788,CJS_M_USA_1009_29,CJS_M_USA_0409_22,CJS_M_USA_1009_29,CJS_M_USA_0409_22,transacciones|transacciones_estados_unidos_2024.csv|729,transacciones|transacciones_estados_unidos_2024.csv|1122,charles johnson smith,charles johnson smith,2013-06-20,2013-06-20,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,1.0,1.0,1.0,1.0,0.0,0.9,auto_match_supported_dob_surnames
5242,9027,CJS_M_USA_1512_43,CJS_M_USA_2104_94,CJS_M_USA_1512_43,CJS_M_USA_2104_94,transacciones|transacciones_estados_unidos_2023.csv|243,transacciones|transacciones_estados_unidos_2025.csv|694,charles johnson smith,charles johnson smith,2013-06-20,2013-06-20,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
5242,9725,CJS_M_USA_1512_43,KDM_F_USA_2906_92,CJS_M_USA_1512_43,KDM_F_USA_2906_92,transacciones|transacciones_estados_unidos_2023.csv|243,transacciones|transacciones_estados_unidos_2025.csv|1392,charles johnson smith,karen davis miller,2013-06-20,2013-06-20,M,F,birthdate_country,0.5688,1.0,0.0,0.5127,0.0,0.5788,no_match
9027,9725,CJS_M_USA_2104_94,KDM_F_USA_2906_92,CJS_M_USA_2104_94,KDM_F_USA_2906_92,transacciones|transacciones_estados_unidos_2025.csv|694,transacciones|transacciones_estados_unidos_2025.csv|1392,charles johnson smith,karen davis miller,2013-06-20,2013-06-20,M,F,birthdate_country,0.5688,1.0,0.0,0.5127,0.0,0.5788,no_match
6130,7788,CJS_M_USA_2307_31,CJS_M_USA_0409_22,CJS_M_USA_2307_31,CJS_M_USA_0409_22,transacciones|transacciones_estados_unidos_2023.csv|1131,transacciones|transacciones_estados_unidos_2024.csv|1122,charles johnson smith,charles johnson smith,2013-06-20,2013-06-20,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
5242,6130,CJS_M_USA_1512_43,CJS_M_USA_2307_31,CJS_M_USA_1512_43,CJS_M_USA_2307_31,transacciones|transacciones_estados_unidos_2023.csv|243,transacciones|transacciones_estados_unidos_2023.csv|1131,charles johnson smith,charles johnson smith,2013-06-20,2013-06-20,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
6130,7395,CJS_M_USA_2307_31,CJS_M_USA_1009_29,CJS_M_USA_2307_31,CJS_M_USA_1009_29,transacciones|transacciones_estados_unidos_2023.csv|1131,transacciones|transacciones_estados_unidos_2024.csv|729,charles johnson smith,charles johnson smith,2013-06-20,2013-06-20,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,1.0,1.0,1.0,1.0,0.0,0.9,auto_match_supported_dob_surnames
7395,9725,CJS_M_USA_1009_29,KDM_F_USA_2906_92,CJS_M_USA_1009_29,KDM_F_USA_2906_92,transacciones|transacciones_estados_unidos_2024.csv|729,transacciones|transacciones_estados_unidos_2025.csv|1392,charles johnson smith,karen davis miller,2013-06-20,2013-06-20,M,F,birthdate_country,0.5688,1.0,0.0,0.5127,0.0,0.5788,no_match
