pair_id,left_index,right_index,nombre_a,nombre_b,fecha_nacimiento_a,fecha_nacimiento_b,sexo_a,sexo_b,telefono_a,telefono_b,correo_a,correo_b,pais_a,pais_b,id_consulta_a,id_consulta_b,decision_manual
PAIR_0235,13569,14188,patricia ramirez torres,valeria ramirez lopez,1973-07-27,1973-07-27,F,F,5518460986,5520944925,patricia.ramirez.001359@gmail.com,valeria.ramirez.000689@outlook.com,mexico,mexico,PRT_F_MEX_1511_36,VRL_F_MEX_0409_55,
PAIR_0236,10179,13569,valeria ramirez lopez,patricia ramirez torres,1973-07-27,1973-07-27,F,F,5520944925,5518460986,valeria.ramirez.000689@outlook.com,patricia.ramirez.001359@gmail.com,mexico,mexico,VRL_F_MEX_0502_80,PRT_F_MEX_1511_36,
PAIR_0237,14188,14315,valeria ramirez lopez,patricia rmirez torres,1973-07-27,1973-07-27,F,F,5520944925,5518460986,valeria.ramirez.000689@outlook.com,patricia.ramirez.001359@gmail.com,mexico,mexico,VRL_F_MEX_0409_55,PRT_F_MEX_1201_82,
PAIR_0238,10184,14466,carlos sanchez,carlos sanchez lopez,1987-11-28,1987-11-28,M,M,5575463235,5575463,,carlos.sanchez.002063@mail.com,mexico,mexico,CSL_M_MEX_1502_85,CSL_M_MEX_3011_33,
PAIR_0239,10188,13621,maria martinez hernandez,maria martinez,2006-04-06,2006-04-06,F,F,525526330317,55263303,maria.martinez.000963@mail.com,,mexico,mexico,MMH_F_MEX_2806_89,MMH_F_MEX_2304_88,
PAIR_0240,11561,13621,maria martinez hernandez,maria martinez,2006-04-06,2006-04-06,F,F,525526330317,55263303,maria.martinez.000963@mail.com,,mexico,mexico,MMH_F_MEX_0508_62,MMH_F_MEX_2304_88,
PAIR_0241,10192,13382,jose gonzalez,jose gonzalez flores,1973-12-06,1973-12-06,M,M,5534948233,525534948233,,jose.gonzalez.001241@outlook.com,mexico,mexico,JGF_M_MEX_3011_93,JGF_M_MEX_1309_49,
PAIR_0242,10223,12901,lucia rodriguez lopez,lucia rodriguez,1995-11-14,1995-11-14,F,F,525564773356,5564773356,,,mexico,mexico,LRL_F_MEX_0205_24,LRL_F_MEX_0601_35,
PAIR_0243,11764,12901,lucia rodriguez lopez,lucia rodriguez,1995-11-14,1995-11-14,F,F,553833673,5564773356,lucia.rodriguez.000173@outlook.com,,mexico,mexico,LRL_F_MEX_2812_98,LRL_F_MEX_0601_35,
PAIR_0244,10346,11805,v cruz garcia,valeria crz garcia,1956-02-01,1956-02-01,F,F,5580524812,,,,mexico,mexico,VCG_F_MEX_1207_47,VCG_F_MEX_1008_39,
PAIR_0245,10994,12083,luis hernandez cruz,luis hernandez,1988-10-22,1988-10-22,M,M,5559121835,555912183,,luis.hernandez.002085@outlook.com,mexico,mexico,LHC_M_MEX_2708_95,LHC_M_MEX_3007_17,
PAIR_0246,11545,14458,eduardo rodriguez flores,eduardo rodriguez,1976-06-02,1976-06-02,M,M,525527626114,5527626114,eduardo.rodriguez.000917@outlook.com,,mexico,mexico,ERF_M_MEX_2208_46,ERF_M_MEX_2001_25,
PAIR_0247,13133,14383,ricardo gonzalez,ricardo gonalez gonzalez,2010-08-25,2010-08-25,M,M,5581308274,558130827,,ricardo.gonzalez.000324@hospitalmail.com,mexico,mexico,RGG_M_MEX_0311_67,RGG_M_MEX_2911_50,
PAIR_0248,10468,13133,ricardo gonzalez gonzalez,ricardo gonzalez,2010-08-25,2010-08-25,M,M,,5581308274,ricardo.gonzalez.000324@hospitalmail.com,,mexico,mexico,RGG_M_MEX_2702_69,RGG_M_MEX_0311_67,
PAIR_0249,10485,11495,s flores perez,sofia flores,1986-06-27,1986-06-27,F,F,5571986914,525571986914,sofia.flores.001202@outlook.com,,mexico,mexico,SFP_F_MEX_0109_86,SFP_F_MEX_1905_96,
PAIR_0250,11495,14937,sofia flores,sofia flores perez,1986-06-27,1986-06-27,F,F,525571986914,5571986914,,sofia.flores.001202@outlook.com,mexico,mexico,SFP_F_MEX_1905_96,SFP_F_MEX_0507_04,
PAIR_0251,10508,12179,daniel rodriguez cruz,daniel rodriguez,1981-05-22,1981-05-22,M,M,5552207615,525552207615,,daniel.rodriguez.001862@gmail.com,mexico,mexico,DRC_M_MEX_2007_09,DRC_M_MEX_2504_13,
PAIR_0252,12179,12880,daniel rodriguez,daniel rodriguez cruz,1981-05-22,1981-05-22,M,M,525552207615,555220761,daniel.rodriguez.001862@gmail.com,,mexico,mexico,DRC_M_MEX_2504_13,DRC_M_MEX_2211_14,
PAIR_0253,11939,14079,valeria torres,valeria torres martinez,2011-11-12,2011-11-12,F,F,5515641777,551564177,valeria.torres.001306@outlook.com,,mexico,mexico,VTM_F_MEX_0604_73,VTM_F_MEX_2907_46,
PAIR_0254,11515,12603,valeria rodriguez lopez,valeria rodriguez,1971-10-17,1971-10-17,F,F,,5520288270,,valeria.rodriguez.001896@gmail.com,mexico,mexico,VRL_F_MEX_0309_16,VRL_F_MEX_2610_37,
PAIR_0255,10545,11389,ana perez torres,ana perez,2000-03-06,2000-03-06,F,F,525510058312,5510058312,,ana.perez.001255@mail.com,mexico,mexico,APT_F_MEX_0108_46,APT_F_MEX_1205_90,
PAIR_0256,10549,12583,laura martinez,laura martinez castillo,1943-08-18,1943-08-18,F,F,5524367115,525524367115,,laura.martinez.001331@mail.com,mexico,mexico,LMC_F_MEX_3112_50,LMC_F_MEX_1809_17,
PAIR_0257,10549,12538,laura martinez,laura martinez castillo,1943-08-18,1943-08-18,F,F,5524367115,55243671,,,mexico,mexico,LMC_F_MEX_3112_50,LMC_F_MEX_2212_72,
PAIR_0258,10621,11284,ricardo cruz flores,ricardo cruz,1998-09-17,1998-09-17,M,M,525535394475,5535394475,ricardo.cruz.000583@gmail.com,,mexico,mexico,RCF_M_MEX_1601_22,RCF_M_MEX_1105_85,
PAIR_0259,10651,10836,fernanda martinez,fernanda martinez torres,1996-01-22,1996-01-22,F,F,5584641,525584641571,,fernanda.martinez.001500@outlook.com,mexico,mexico,FMT_F_MEX_0608_52,FMT_F_MEX_2301_37,
PAIR_0260,10651,11928,fernanda martinez,fernanda martinez torres,1996-01-22,1996-01-22,F,F,5584641,558464157,,fernanda.martinez.001500@outlook.com,mexico,mexico,FMT_F_MEX_0608_52,FMT_F_MEX_2210_62,
PAIR_0261,10725,13816,elena garcia,elena garcia,1968-09-03,1968-09-03,F,F,55696860,5569686057,elena.garcia.002217@gmail.com,,mexico,mexico,EGP_F_MEX_2006_26,EGP_F_MEX_0904_83,
PAIR_0262,11842,13816,elena garcia,elena garcia,1968-09-03,1968-09-03,F,F,556968605,5569686057,elena.garcia.002217@gmail.com,,mexico,mexico,EGP_F_MEX_2808_76,EGP_F_MEX_0904_83,
PAIR_0263,10738,11275,jose martinez,jose martinez hernandez,1934-12-05,1934-12-05,M,M,525584854423,5584854423,jose.martinez.001413@outlook.com,,mexico,mexico,JMH_M_MEX_0711_39,JMH_M_MEX_0706_76,
PAIR_0264,11822,12807,luis cruz garcia,luis cuz garcia,1973-05-07,1973-05-07,M,M,5522745015,525522745015,,luis.cruz.001648@gmail.com,mexico,mexico,LCG_M_MEX_1108_56,LCG_M_MEX_2306_41,
PAIR_0265,10755,14047,gabriela castillo sanchez,gabriela castillo,1961-08-05,1961-08-05,F,F,525565324504,5565324504,,gabriela.castillo.001437@outlook.com,mexico,mexico,GCS_F_MEX_2408_56,GCS_F_MEX_2109_14,
PAIR_0266,10764,14496,maria sanchez,maria sanchez ramirez,2013-10-18,2013-10-18,F,F,,5539992118,,maria.sanchez.001538@mail.com,mexico,mexico,MSR_F_MEX_2403_65,MSR_F_MEX_0707_63,
PAIR_0267,10765,14933,fernanda martinez castillo,fernanda martinez,1987-06-25,1987-06-25,F,F,525539711804,5539711804,,fernanda.martinez.001693@mail.com,mexico,mexico,FMC_F_MEX_2608_66,FMC_F_MEX_2102_00,
PAIR_0268,10771,13823,maria flores cruz,maria flores,1984-10-02,1984-10-02,F,F,525591529091,5591529091,,maria.flores.000579@mail.com,mexico,mexico,MFC_F_MEX_2109_72,MFC_F_MEX_2005_90,
PAIR_0269,11627,14313,jorge gonzalez ramirez,jorge gonzalez,1973-06-19,1973-06-19,M,M,525596119965,5596119965,jorge.gonzalez.000939@outlook.com,,mexico,mexico,JGR_M_MEX_2608_28,JGR_M_MEX_1107_80,
PAIR_0270,10779,11627,jorge gonzalez,jorge gonzalez ramirez,1973-06-19,1973-06-19,M,M,5596119965,525596119965,,jorge.gonzalez.000939@outlook.com,mexico,mexico,JGR_M_MEX_1905_80,JGR_M_MEX_2608_28,
PAIR_0271,10817,13072,sofia sanchez,sofia sanchez sanchez,2005-10-22,2005-10-22,F,F,,,sofia.sanchez.001584@outlook.com,,mexico,mexico,SSS_F_MEX_1603_18,SSS_F_MEX_1606_06,
PAIR_0272,10872,12485,eduardo cruz,eduardo cruz perez,1998-02-12,1998-02-12,M,M,525503943469,5503943469,,eduardo.cruz.001328@gmail.com,mexico,mexico,ECP_M_MEX_2212_73,ECP_M_MEX_2012_19,
PAIR_0273,11660,12195,carlos gonzalez castillo,carlos gonzalez,1998-11-15,1998-11-15,M,M,525510768182,5510768182,carlos.gonzalez.001842@hospitalmail.com,,mexico,mexico,CGC_M_MEX_0203_61,CGC_M_MEX_2306_29,
PAIR_0274,10968,12744,valeria flores,valeria flores sanchez,1973-12-18,1973-12-18,F,F,553255711,5532557114,,valeria.flores.000451@mail.com,mexico,mexico,VFS_F_MEX_0506_69,VFS_F_MEX_1408_78,
PAIR_0275,10968,11469,valeria flores,valeria flores sanchez,1973-12-18,1973-12-18,F,F,553255711,5532557114,,valeria.flores.000451@mail.com,mexico,mexico,VFS_F_MEX_0506_69,VFS_F_MEX_2007_70,
PAIR_0276,10978,11282,daniel gonzalez cruz,daniel gonzalez,1955-03-06,1955-03-06,M,M,5596018944,55960189,daniel.gonzalez.001930@gmail.com,,mexico,mexico,DGC_M_MEX_0208_79,DGC_M_MEX_2111_83,
PAIR_0277,11282,14281,daniel gonzalez,daniel gonzalez cruz,1955-03-06,1955-03-06,M,M,55960189,5596018944,,daniel.gonzalez.001930@gmail.com,mexico,mexico,DGC_M_MEX_2111_83,DGC_M_MEX_3004_48,
PAIR_0278,11976,14839,jose ramirez,jose ramirez vargas,1972-02-28,1972-02-28,M,M,525595199374,5595199374,,,mexico,mexico,JRV_M_MEX_2910_10,JRV_M_MEX_2611_06,
PAIR_0279,11976,14603,jose ramirez,jose ramirez,1972-02-28,1972-02-28,M,M,525595199374,5595199374,,jose.ramirez.000051@hospitalmail.com,mexico,mexico,JRV_M_MEX_2910_10,JRV_M_MEX_2111_70,
PAIR_0280,11442,13280,jorge hernandez torres,jorge hernandez,2000-07-18,2000-07-18,M,M,525548498182,5548498182,,,mexico,mexico,JHT_M_MEX_2805_43,JHT_M_MEX_2404_14,
PAIR_0281,11144,11442,jorge hrnandez torres,jorge hernandez torres,2000-07-18,2000-07-18,M,M,5548498182,525548498182,jorge.hernandez.000322@mail.com,,mexico,mexico,JHT_M_MEX_0804_45,JHT_M_MEX_2805_43,
PAIR_0282,12112,14694,manuel snchez castillo,manuel sanchez castillo,1971-09-22,1971-09-22,M,M,525538114016,5538114016,,manuel.sanchez.000428@gmail.com,mexico,mexico,MSC_M_MEX_0710_46,MSC_M_MEX_0908_61,
PAIR_0283,11187,11506,m torres ramirez,carlos flores ramirez,1993-11-29,1993-11-29,M,M,5593995252,5512425990,manuel.torres.000886@gmail.com,,mexico,mexico,MTR_M_MEX_0601_88,CFR_M_MEX_3105_07,
PAIR_0284,13785,14786,manuel torres ramirez,carlos flores ramirez,1993-11-29,1993-11-29,M,M,5593995252,525512425990,manuel.torres.000886@gmail.com,,mexico,mexico,MTR_M_MEX_0902_52,CFR_M_MEX_1703_53,
PAIR_0285,11506,13785,carlos flores ramirez,manuel torres ramirez,1993-11-29,1993-11-29,M,M,5512425990,5593995252,,manuel.torres.000886@gmail.com,mexico,mexico,CFR_M_MEX_3105_07,MTR_M_MEX_0902_52,
PAIR_0286,11187,13743,m torres ramirez,carlos flores ramirez,1993-11-29,1993-11-29,M,M,5593995252,5512425990,manuel.torres.000886@gmail.com,carlos.flores.001788@gmail.com,mexico,mexico,MTR_M_MEX_0601_88,CFR_M_MEX_1409_10,
PAIR_0287,13892,14786,m torres ramirez,carlos flores ramirez,1993-11-29,1993-11-29,M,M,5593995252,525512425990,manuel.torres.000886@gmail.com,,mexico,mexico,MTR_M_MEX_1801_59,CFR_M_MEX_1703_53,
PAIR_0288,13743,13892,carlos flores ramirez,m torres ramirez,1993-11-29,1993-11-29,M,M,5512425990,5593995252,carlos.flores.001788@gmail.com,manuel.torres.000886@gmail.com,mexico,mexico,CFR_M_MEX_1409_10,MTR_M_MEX_1801_59,
PAIR_0289,11187,14786,m torres ramirez,carlos flores ramirez,1993-11-29,1993-11-29,M,M,5593995252,525512425990,manuel.torres.000886@gmail.com,,mexico,mexico,MTR_M_MEX_0601_88,CFR_M_MEX_1703_53,
PAIR_0290,11506,13892,carlos flores ramirez,m torres ramirez,1993-11-29,1993-11-29,M,M,5512425990,5593995252,,manuel.torres.000886@gmail.com,mexico,mexico,CFR_M_MEX_3105_07,MTR_M_MEX_1801_59,
PAIR_0291,13743,13785,carlos flores ramirez,manuel torres ramirez,1993-11-29,1993-11-29,M,M,5512425990,5593995252,carlos.flores.001788@gmail.com,manuel.torres.000886@gmail.com,mexico,mexico,CFR_M_MEX_1409_10,MTR_M_MEX_0902_52,
PAIR_0292,11191,12930,alejandro ramirez,alejandro ramirez vargas,1991-06-14,1991-06-14,M,M,525500969954,5500969954,alejandro.ramirez.001280@gmail.com,,mexico,mexico,ARV_M_MEX_2608_92,ARV_M_MEX_0210_64,
PAIR_0293,11281,12698,l torres gonzalez,m castillo gonzalez,1969-10-27,1969-10-27,F,F,5561261272,5575725141,lucia.torres.000252@hospitalmail.com,maria.castillo.000326@outlook.com,mexico,mexico,LTG_F_MEX_2910_82,MCG_F_MEX_2812_32,
PAIR_0294,12698,14359,m castillo gonzalez,lucia torres gonzalez,1969-10-27,1969-10-27,F,F,5575725141,5561261,maria.castillo.000326@outlook.com,lucia.torres.000252@hospitalmail.com,mexico,mexico,MCG_F_MEX_2812_32,LTG_F_MEX_0302_26,
PAIR_0295,13975,14359,maria castillo gonzalez,lucia torres gonzalez,1969-10-27,1969-10-27,F,F,5575725141,5561261,maria.castillo.000326@outlook.com,lucia.torres.000252@hospitalmail.com,mexico,mexico,MCG_F_MEX_0907_42,LTG_F_MEX_0302_26,
PAIR_0296,12185,14121,fernanda garcia perez,fernanda martinez gonzalez,1998-11-28,1998-11-28,F,F,525592715085,5594246402,fernanda.garcia.002009@mail.com,fernanda.martinez.002135@mail.com,mexico,mexico,FGP_F_MEX_2504_19,FMG_F_MEX_2805_88,
PAIR_0297,12814,14814,fernanda martinez gonzalez,fernanda garcia perez,1998-11-28,1998-11-28,F,F,5594246402,55927150,,fernanda.garcia.002009@mail.com,mexico,mexico,FMG_F_MEX_2412_48,FGP_F_MEX_3112_81,
PAIR_0298,14121,14814,fernanda martinez gonzalez,fernanda garcia perez,1998-11-28,1998-11-28,F,F,5594246402,55927150,fernanda.martinez.002135@mail.com,fernanda.garcia.002009@mail.com,mexico,mexico,FMG_F_MEX_2805_88,FGP_F_MEX_3112_81,
PAIR_0299,13137,14814,fernanda martinez gonzalez,fernanda garcia perez,1998-11-28,1998-11-28,F,F,5594246402,55927150,fernanda.martinez.002135@mail.com,fernanda.garcia.002009@mail.com,mexico,mexico,FMG_F_MEX_1701_71,FGP_F_MEX_3112_81,
PAIR_0300,12789,14814,fernanda martinez gonzalez,fernanda garcia perez,1998-11-28,1998-11-28,F,F,5594246402,55927150,fernanda.martinez.002135@mail.com,fernanda.garcia.002009@mail.com,mexico,mexico,FMG_F_MEX_0809_23,FGP_F_MEX_3112_81,
PAIR_0301,12185,12814,fernanda garcia perez,fernanda martinez gonzalez,1998-11-28,1998-11-28,F,F,525592715085,5594246402,fernanda.garcia.002009@mail.com,,mexico,mexico,FGP_F_MEX_2504_19,FMG_F_MEX_2412_48,
PAIR_0302,11287,12185,fernanda martinez gonzalez,fernanda garcia perez,1998-11-28,1998-11-28,F,F,5594246402,525592715085,fernanda.martinez.002135@mail.com,fernanda.garcia.002009@mail.com,mexico,mexico,FMG_F_MEX_2602_88,FGP_F_MEX_2504_19,
PAIR_0303,12185,13137,fernanda garcia perez,fernanda martinez gonzalez,1998-11-28,1998-11-28,F,F,525592715085,5594246402,fernanda.garcia.002009@mail.com,fernanda.martinez.002135@mail.com,mexico,mexico,FGP_F_MEX_2504_19,FMG_F_MEX_1701_71,
PAIR_0304,12185,12789,fernanda garcia perez,fernanda martinez gonzalez,1998-11-28,1998-11-28,F,F,525592715085,5594246402,fernanda.garcia.002009@mail.com,fernanda.martinez.002135@mail.com,mexico,mexico,FGP_F_MEX_2504_19,FMG_F_MEX_0809_23,
PAIR_0305,11287,14814,fernanda martinez gonzalez,fernanda garcia perez,1998-11-28,1998-11-28,F,F,5594246402,55927150,fernanda.martinez.002135@mail.com,fernanda.garcia.002009@mail.com,mexico,mexico,FMG_F_MEX_2602_88,FGP_F_MEX_3112_81,
PAIR_0306,14391,14457,fernanda vrgas gonzalez,f vargas gonzalez,1974-12-31,1974-12-31,F,F,525578494744,5578494744,,fernanda.vargas.001789@gmail.com,mexico,mexico,FVG_F_MEX_2105_58,FVG_F_MEX_2604_24,
PAIR_0307,11443,14391,fernanda vargas gonzalez,fernanda vrgas gonzalez,1974-12-31,1974-12-31,F,F,5578494744,525578494744,,,mexico,mexico,FVG_F_MEX_1605_44,FVG_F_MEX_2105_58,
PAIR_0308,12696,14391,fernanda vargas gonzalez,fernanda vrgas gonzalez,1974-12-31,1974-12-31,F,F,5578494744,525578494744,fernanda.vargas.001789@gmail.com,,mexico,mexico,FVG_F_MEX_1401_30,FVG_F_MEX_2105_58,
PAIR_0309,12446,13048,alejandro perez ramirez,alejandro perez,2000-09-28,2000-09-28,M,M,525543083279,5543083279,alejandro.perez.000647@outlook.com,,mexico,mexico,APR_M_MEX_2809_80,APR_M_MEX_1405_82,
PAIR_0310,11494,13048,alejandro perez ramirez,alejandro perez,2000-09-28,2000-09-28,M,M,554308327,5543083279,alejandro.perez.000647@outlook.com,,mexico,mexico,APR_M_MEX_2502_95,APR_M_MEX_1405_82,
PAIR_0311,13048,13149,alejandro perez,alejandro perez ramirez,2000-09-28,2000-09-28,M,M,5543083279,525543083279,,alejandro.perez.000647@outlook.com,mexico,mexico,APR_M_MEX_1405_82,APR_M_MEX_0401_83,
PAIR_0312,11566,11880,jose lopez,jose lopez martinez,2003-08-08,2003-08-08,M,M,5548282250,5562694678,jose.lopez.001368@hospitalmail.com,jose.lopez.000696@gmail.com,mexico,mexico,JLC_M_MEX_1209_67,JLM_M_MEX_3006_14,
PAIR_0313,11763,13083,lucia garcia rodriguez,lucia gacia rodriguez,2019-11-30,2019-11-30,F,F,525516599172,5516599172,,,mexico,mexico,LGR_F_MEX_0206_97,LGR_F_MEX_2606_17,
PAIR_0314,11828,14160,gabriela martinez,gabriela martinez cruz,1969-09-20,1969-09-20,F,F,5587505682,525587505682,,gabriela.martinez.000304@hospitalmail.com,mexico,mexico,GMC_F_MEX_0404_62,GMC_F_MEX_1010_27,
PAIR_0315,11887,12896,valeria gonzalez,valeria gonzalez martinez,1958-07-15,1958-07-15,F,F,5526146870,525526146870,valeria.gonzalez.002081@gmail.com,,mexico,mexico,VGM_F_MEX_2006_21,VGM_F_MEX_1506_30,
PAIR_0316,12082,13904,lucia martinez,lucia martinez garcia,2009-01-25,2009-01-25,F,F,5522035575,525522035575,,lucia.martinez.000009@outlook.com,mexico,mexico,LMG_F_MEX_0812_16,LMG_F_MEX_0402_71,
PAIR_0317,12263,12536,laura lopez,laura lopez cruz,1967-11-03,1967-11-03,F,F,,525554321747,laura.lopez.000412@mail.com,,mexico,mexico,LLC_F_MEX_1807_97,LLC_F_MEX_0810_70,
PAIR_0318,12263,14918,laura lopez,laura lopez cruz,1967-11-03,1967-11-03,F,F,,5554321747,laura.lopez.000412@mail.com,,mexico,mexico,LLC_F_MEX_1807_97,LLC_F_MEX_3110_85,
PAIR_0319,12588,13116,valeria perez lopez,valeria perez,1939-10-05,1939-10-05,F,F,525585699735,5585699735,,valeria.perez.000842@outlook.com,mexico,mexico,VPL_F_MEX_2002_22,VPL_F_MEX_1802_50,
PAIR_0320,13008,14902,lucia sanchez cruz,lucia sanchez,1949-02-04,1949-02-04,F,F,525572049707,5572049707,,lucia.sanchez.002228@mail.com,mexico,mexico,LSC_F_MEX_1201_42,LSC_F_MEX_0705_69,
PAIR_0321,13979,14875,jorge flores,jorge flores gonzalez,2001-02-19,2001-02-19,M,M,5576564,5576564677,jorge.flores.001014@hospitalmail.com,,mexico,mexico,JFG_M_MEX_2411_46,JFG_M_MEX_1601_42,
PAIR_0322,13826,14205,fernanda vargas,fernanda vargas sanchez,1965-08-23,1965-08-23,F,F,5599376774,525599376774,,fernanda.vargas.000662@outlook.com,mexico,mexico,FVS_F_MEX_1208_93,FVS_F_MEX_1804_72,
PAIR_0323,14591,14699,fernando rodriguez,fernando rodriguez sanchez,1948-02-29,1948-02-29,M,M,525549257036,5549257036,fernando.rodriguez.001745@gmail.com,,mexico,mexico,FRS_M_MEX_2001_58,FRS_M_MEX_2811_66,
PAIR_0324,291,4183,alejandro lopez sanchez,alejandro lopez,1956-07-10,2011-10-14,M,M,665605859,665605859,,alejandro.lopez.002139@mail.com,espana,espana,ALS_M_ESP_2707_92,ALS_M_ESP_0303_50,
PAIR_0325,901,1187,daniel martinez rodriguez,d martinez rodriguez,2010-09-30,1970-08-16,M,M,617675742,617675742,,daniel.martinez.000836@gmail.com,espana,espana,DMR_M_ESP_2102_02,DMR_M_ESP_0509_88,
PAIR_0326,2907,3748,n hernandez gomez,nuria hernandez gomez,1997-02-20,2000-04-30,F,F,34625398326,34625398326,nuria.hernandez.002163@mail.com,nuria.hernandez.002163@mail.com,espana,espana,NHG_F_ESP_2408_41,NHG_F_ESP_0502_15,
PAIR_0327,5528,6436,jessica wilson,jessica wilson martinez,1967-11-07,1948-05-17,F,F,2021178427,2021178427,jessica.wilson.000077@gmail.com,jessica.wilson.000077@gmail.com,estados_unidos,estados_unidos,JWM_F_USA_0103_29,JWM_F_USA_2503_37,
PAIR_0328,6518,7587,charles jones,charles jones jones,1947-05-28,2011-09-15,M,M,2021926620,2021926620,charles.jones.000532@gmail.com,charles.jones.000532@gmail.com,estados_unidos,estados_unidos,CJJ_M_USA_2208_19,CJJ_M_USA_0212_21,
PAIR_0329,8904,9096,e davis wilson,elizabeth davis wilson,1976-11-08,1985-02-07,F,F,2028958724,2028958724,elizabeth.davis.000834@outlook.com,elizabeth.davis.000834@outlook.com,estados_unidos,estados_unidos,EDW_F_USA_0112_71,EDW_F_USA_1412_63,
PAIR_0330,6839,9096,elizabeth davis,elizabeth davis wilson,1976-11-08,1985-02-07,F,F,2028958724,2028958724,,elizabeth.davis.000834@outlook.com,estados_unidos,estados_unidos,EDW_F_USA_0509_73,EDW_F_USA_1412_63,
PAIR_0331,12901,13121,lucia rodriguez,lucia rodriguez lopez,1995-11-14,1968-12-18,F,F,5564773356,5564773356,,lucia.rodriguez.002234@hospitalmail.com,mexico,mexico,LRL_F_MEX_0601_35,LRL_F_MEX_2812_55,
PAIR_0332,380,4238,r ruiz ruiz,rafael ruiz ruiz,1991-05-20,2013-05-10,M,M,34645373511,645373511,rafael.ruiz.001438@mail.com,rafael.ruiz.001438@mail.com,espana,espana,RRR_M_ESP_2806_81,RRR_M_ESP_0701_05,
PAIR_0333,1187,2703,d martinez rodriguez,daniel martinez rodriguez,1970-08-16,2010-09-30,M,M,617675742,34617675742,daniel.martinez.000836@gmail.com,daniel.martinez.000836@gmail.com,espana,espana,DMR_M_ESP_0509_88,DMR_M_ESP_1104_37,
PAIR_0334,2294,3702,alejandro lopez diaz,alejandro lopez,2011-10-14,1956-07-10,M,M,34652868717,652868717,alejandro.lopez.001119@hospitalmail.com,alejandro.lopez.001119@hospitalmail.com,espana,espana,ALD_M_ESP_0401_28,ALD_M_ESP_0303_69,
PAIR_0335,5169,6841,john taylor garcia,john taylor,1980-11-20,1963-03-03,M,M,12025031741,2025031,john.taylor.001161@mail.com,john.taylor.001161@mail.com,estados_unidos,estados_unidos,JTG_M_USA_3110_70,JTG_M_USA_1407_75,
PAIR_0336,5869,9574,john taylor garcia,john tylor garcia,1963-03-03,1980-11-20,M,M,12022273522,2022273522,john.taylor.000760@outlook.com,john.taylor.000760@outlook.com,estados_unidos,estados_unidos,JTG_M_USA_0511_70,JTG_M_USA_0601_41,
PAIR_0337,6054,9113,e davis wilson,elizabeth davis wilson,1985-02-07,1976-11-08,F,F,2025767493,12025767493,elizabeth.davis.001621@hospitalmail.com,elizabeth.davis.001621@hospitalmail.com,estados_unidos,estados_unidos,EDW_F_USA_2101_55,EDW_F_USA_1312_80,
PAIR_0338,9098,9842,robert jones,robert jones davis,1990-07-18,1943-08-26,M,M,2026662645,12026662645,robert.jones.000575@outlook.com,robert.jones.000575@outlook.com,estados_unidos,estados_unidos,RJD_M_USA_1109_65,RJD_M_USA_1701_09,
